epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,28.5187,2.03201,3.61646,1.77742,0,0,0,0,0,21.0479,0,0.000107736,0.000107736,0.000107736
21,29.838,1.71297,3.48683,1.64428,0,0,0,0,0,21.0906,0,0.000109807,0.000109807,0.000109807
22,31.119,1.73616,3.53667,1.6509,0,0,0,0,0,21.0906,0,0.000111518,0.000111518,0.000111518
23,32.4185,2.00403,3.72107,1.73987,0,0,0,0,0,21.1342,0,0.000112869,0.000112869,0.000112869
24,33.7569,1.43189,3.17324,1.55486,0,0,0,0,0,21.1342,0,0.00011386,0.00011386,0.00011386
25,35.215,2.17229,3.66735,1.84469,0,0,0,0,0,21.1874,0,0.00011449,0.00011449,0.00011449
26,36.4759,2.20648,3.43628,1.76702,0,0,0,0,0,21.1874,0,0.000114761,0.000114761,0.000114761
27,37.7787,1.56566,3.47619,1.70993,0,0,0,0,0,21.249,0,0.000114672,0.000114672,0.000114672
28,39.1535,1.78473,3.95189,2.20138,0,0,0,0,0,21.249,0,0.000114223,0.000114223,0.000114223
29,40.4153,1.94535,3.59005,2.10358,0,0,0,0,0,21.3119,0,0.000113414,0.000113414,0.000113414
30,41.7233,1.4762,3.05865,1.69069,0,0,0,0,0,21.3119,0,0.000112245,0.000112245,0.000112245
31,43.1585,1.91252,3.33036,1.74404,0,0,0,0,0,21.3814,0,0.000110716,0.000110716,0.000110716
32,44.5314,1.37409,3.06465,1.48547,0,0,0,0,0,21.3814,0,0.000108827,0.000108827,0.000108827
33,45.8349,1.55364,3.51273,1.7508,0,0,0,0,0,21.4598,0,0.000106578,0.000106578,0.000106578
34,47.0676,1.26839,3.03168,1.53832,0,0,0,0,0,21.4598,0,0.00010397,0.00010397,0.00010397
35,48.3843,2.16323,4.25911,2.19615,0,0,0,0,0,21.5351,0,0.000101001,0.000101001,0.000101001
36,49.6564,1.38809,2.87517,1.5375,0,0,0,0,0,21.5351,0,9.76721e-05,9.76721e-05,9.76721e-05
37,51.034,1.77991,3.10096,1.53326,0,0,0,0,0,21.6127,0,9.39833e-05,9.39833e-05,9.39833e-05
38,52.5686,1.29503,3.28644,1.54411,0,0,0,0,0,21.6127,0,8.99346e-05,8.99346e-05,8.99346e-05
39,54.0159,1.45481,3.08227,1.62369,0,0,0,0,0,21.6922,0,8.5526e-05,8.5526e-05,8.5526e-05
40,55.4163,1.34044,2.87217,1.45074,0,0,0,0,0,21.6922,0,8.07574e-05,8.07574e-05,8.07574e-05
41,56.9774,1.69846,3.43709,1.86248,0,0,0,0,0,21.7495,0,7.56288e-05,7.56288e-05,7.56288e-05
42,58.2986,1.98133,3.67592,1.89957,0,0,0,0,0,21.7495,0,7.01403e-05,7.01403e-05,7.01403e-05
43,59.6379,1.42573,2.99112,1.54336,0,0,0,0,0,21.9112,0,6.42918e-05,6.42918e-05,6.42918e-05
44,60.9493,1.48904,2.93702,1.62449,0,0,0,0,0,21.9112,0,5.80833e-05,5.80833e-05,5.80833e-05
45,62.2961,1.76144,2.985,1.82069,0,0,0,0,0,21.9932,0,5.15148e-05,5.15148e-05,5.15148e-05
46,63.6408,1.71798,3.03325,1.56204,0,0,0,0,0,21.9932,0,4.45864e-05,4.45864e-05,4.45864e-05
47,65.2062,1.62904,3.35635,1.77369,0,0,0,0,0,22.1018,0,3.72981e-05,3.72981e-05,3.72981e-05
48,66.6482,1.60082,3.05084,1.67966,0,0,0,0,0,22.1018,0,2.96498e-05,2.96498e-05,2.96498e-05
49,68.1439,1.82866,3.95125,1.85268,0,0,0,0,0,22.2563,0,2.16415e-05,2.16415e-05,2.16415e-05
50,69.7282,1.4827,3.05521,1.58113,0,0,0,0,0,22.2563,0,1.32732e-05,1.32732e-05,1.32732e-05
