epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,27.4581,2.10204,3.84792,2.19407,0.00592,0.28571,0.16583,0.13802,1.74037,4.2415,1.69839,8.7753e-05,8.7753e-05,8.7753e-05
15,29.3384,2.14958,4.50274,1.98909,0.00595,0.28571,0.17057,0.1393,1.81925,4.24338,1.65309,9.19835e-05,9.19835e-05,9.19835e-05
16,31.2973,1.6621,3.51946,1.55037,0.00632,0.28571,0.17057,0.14214,1.69196,4.22928,1.60184,9.5854e-05,9.5854e-05,9.5854e-05
17,33.307,1.56302,4.06461,1.73397,0.00703,0.28571,0.18952,0.15162,1.55938,4.22507,1.54417,9.93646e-05,9.93646e-05,9.93646e-05
18,35.1598,1.65704,4.03572,1.62425,0.00703,0.28571,0.18952,0.15162,1.55938,4.22507,1.54417,0.000102515,0.000102515,0.000102515
19,37.1789,1.35551,3.56455,1.50294,0.02181,0.42857,0.2606,0.199,1.54388,4.16228,1.55713,0.000105306,0.000105306,0.000105306
20,39.0431,1.58685,3.51469,1.50224,0.02181,0.42857,0.2606,0.199,1.54388,4.16228,1.55713,0.000107736,0.000107736,0.000107736
21,40.9543,1.36586,3.38155,1.41549,0.02596,0.57143,0.33167,0.22388,1.46956,4.12406,1.58809,0.000109807,0.000109807,0.000109807
22,42.7992,1.58597,3.43362,1.54192,0.02596,0.57143,0.33167,0.22388,1.46956,4.12406,1.58809,0.000111518,0.000111518,0.000111518
23,44.6486,1.64503,3.58229,1.50976,0.01995,0.57143,0.4975,0.31035,1.28524,3.91336,1.51142,0.000112869,0.000112869,0.000112869
24,46.3168,1.24573,2.97789,1.3595,0.01995,0.57143,0.4975,0.31035,1.28524,3.91336,1.51142,0.00011386,0.00011386,0.00011386
25,48.0556,1.74411,3.54245,1.54105,0.01782,0.57143,0.4975,0.30987,1.30029,3.79981,1.48072,0.00011449,0.00011449,0.00011449
26,49.7809,1.33961,3.47059,1.40651,0.01782,0.57143,0.4975,0.30987,1.30029,3.79981,1.48072,0.000114761,0.000114761,0.000114761
27,51.6814,1.41549,3.20354,1.50926,0.04877,0.85714,0.5336,0.33395,1.26062,3.74866,1.45005,0.000114672,0.000114672,0.000114672
28,53.3555,1.72349,3.83005,1.84416,0.04877,0.85714,0.5336,0.33395,1.26062,3.74866,1.45005,0.000114223,0.000114223,0.000114223
29,55.0558,1.61044,3.4207,1.71616,0.03616,0.85714,0.51442,0.31867,1.27231,3.63389,1.44468,0.000113414,0.000113414,0.000113414
30,56.735,1.25474,2.84911,1.41517,0.03616,0.85714,0.51442,0.31867,1.27231,3.63389,1.44468,0.000112245,0.000112245,0.000112245
31,58.6842,1.24815,3.16739,1.38389,0.94371,0.14286,0.53067,0.33688,1.26774,3.53333,1.41155,0.000110716,0.000110716,0.000110716
32,60.8014,1.13605,2.94057,1.2534,0.94371,0.14286,0.53067,0.33688,1.26774,3.53333,1.41155,0.000108827,0.000108827,0.000108827
33,62.6253,1.40579,3.19242,1.39727,0.96757,0.14286,0.55673,0.3672,1.14236,3.48696,1.40109,0.000106578,0.000106578,0.000106578
34,64.4057,1.20005,2.8975,1.44016,0.96757,0.14286,0.55673,0.3672,1.14236,3.48696,1.40109,0.00010397,0.00010397,0.00010397
35,66.3441,1.7195,3.83248,1.53046,0.98044,0.14286,0.57331,0.39658,1.08254,3.43349,1.36969,0.000101001,0.000101001,0.000101001
36,68.1546,1.07182,2.57966,1.20271,0.98044,0.14286,0.57331,0.39658,1.08254,3.43349,1.36969,9.76721e-05,9.76721e-05,9.76721e-05
37,70.1233,1.44776,3.01442,1.40826,0.98489,0.14286,0.597,0.4179,1.1184,3.41083,1.2874,9.39833e-05,9.39833e-05,9.39833e-05
38,72.0547,1.27799,2.89715,1.37393,0.98489,0.14286,0.597,0.4179,1.1184,3.41083,1.2874,8.99346e-05,8.99346e-05,8.99346e-05
39,73.8872,1.21797,2.91038,1.26969,0.98565,0.14286,0.60411,0.43709,1.09278,3.36848,1.20573,8.5526e-05,8.5526e-05,8.5526e-05
40,75.5616,1.05879,2.53155,1.26474,0.98565,0.14286,0.60411,0.43709,1.09278,3.36848,1.20573,8.07574e-05,8.07574e-05,8.07574e-05
41,77.2925,1.59738,3.33393,1.84052,0.9832,0.14286,0.64472,0.50511,1.07959,3.34204,1.17871,7.56288e-05,7.56288e-05,7.56288e-05
42,79.0248,1.52197,3.24221,1.70454,0.9832,0.14286,0.64472,0.50511,1.07959,3.34204,1.17871,7.01403e-05,7.01403e-05,7.01403e-05
43,80.7376,1.11713,2.50888,1.26387,0.98237,0.14286,0.71579,0.54065,1.03791,3.31842,1.15082,6.42918e-05,6.42918e-05,6.42918e-05
44,82.4314,1.06424,2.8583,1.45537,0.98237,0.14286,0.71579,0.54065,1.03791,3.31842,1.15082,5.80833e-05,5.80833e-05,5.80833e-05
45,84.3536,1.07229,2.68064,1.43686,0.98009,0.14286,0.78686,0.5838,1.01129,3.29344,1.14532,5.15148e-05,5.15148e-05,5.15148e-05
46,86.0468,1.1612,2.70607,1.38737,0.98009,0.14286,0.78686,0.5838,1.01129,3.29344,1.14532,4.45864e-05,4.45864e-05,4.45864e-05
47,87.9836,1.55401,3.10562,1.79293,0.97845,0.14286,0.78179,0.57805,0.98307,3.26027,1.158,3.72981e-05,3.72981e-05,3.72981e-05
48,89.9275,1.18643,2.88338,1.48824,0.97845,0.14286,0.78179,0.57805,0.98307,3.26027,1.158,2.96498e-05,2.96498e-05,2.96498e-05
49,92.1557,1.81176,3.57463,1.87566,0.94708,0.14286,0.78179,0.60174,0.97925,3.22072,1.18068,2.16415e-05,2.16415e-05,2.16415e-05
50,94.0575,1.10575,2.73113,1.48908,0.94708,0.14286,0.78179,0.60174,0.97925,3.22072,1.18068,1.32732e-05,1.32732e-05,1.32732e-05
