epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,62.0181,1.55364,3.51273,1.7508,0,0,0,0,0,21.4598,0,0.000106578,0.000106578,0.000106578
34,63.7106,1.26839,3.03168,1.53832,0,0,0,0,0,21.4598,0,0.00010397,0.00010397,0.00010397
35,65.1655,2.16323,4.25911,2.19615,0,0,0,0,0,21.5351,0,0.000101001,0.000101001,0.000101001
36,66.5968,1.38809,2.87517,1.5375,0,0,0,0,0,21.5351,0,9.76721e-05,9.76721e-05,9.76721e-05
37,68.1613,1.77991,3.10096,1.53326,0,0,0,0,0,21.6127,0,9.39833e-05,9.39833e-05,9.39833e-05
38,69.8964,1.29503,3.28644,1.54411,0,0,0,0,0,21.6127,0,8.99346e-05,8.99346e-05,8.99346e-05
39,71.4624,1.45481,3.08227,1.62369,0,0,0,0,0,21.6922,0,8.5526e-05,8.5526e-05,8.5526e-05
40,73.1699,1.34044,2.87217,1.45074,0,0,0,0,0,21.6922,0,8.07574e-05,8.07574e-05,8.07574e-05
41,74.7753,1.69846,3.43709,1.86248,0,0,0,0,0,21.7495,0,7.56288e-05,7.56288e-05,7.56288e-05
42,76.3023,1.98133,3.67592,1.89957,0,0,0,0,0,21.7495,0,7.01403e-05,7.01403e-05,7.01403e-05
43,77.928,1.42573,2.99112,1.54336,0,0,0,0,0,21.9112,0,6.42918e-05,6.42918e-05,6.42918e-05
44,79.6257,1.48904,2.93702,1.62449,0,0,0,0,0,21.9112,0,5.80833e-05,5.80833e-05,5.80833e-05
45,81.402,1.76144,2.985,1.82069,0,0,0,0,0,21.9932,0,5.15148e-05,5.15148e-05,5.15148e-05
46,82.8155,1.71798,3.03325,1.56204,0,0,0,0,0,21.9932,0,4.45864e-05,4.45864e-05,4.45864e-05
47,84.3327,1.62904,3.35635,1.77369,0,0,0,0,0,22.1018,0,3.72981e-05,3.72981e-05,3.72981e-05
48,85.7915,1.60082,3.05084,1.67966,0,0,0,0,0,22.1018,0,2.96498e-05,2.96498e-05,2.96498e-05
49,87.5413,1.82866,3.95125,1.85268,0,0,0,0,0,22.2563,0,2.16415e-05,2.16415e-05,2.16415e-05
50,89.1443,1.4827,3.05521,1.58113,0,0,0,0,0,22.2563,0,1.32732e-05,1.32732e-05,1.32732e-05
