epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,0.774624,2.25333,4.41221,1.86077,0,0,0,0,0,5.51836,0,0,0,0
2,1.37763,3.46852,4.23103,2.47118,0,0,0,0,0,5.52153,0,8.91002e-06,8.91002e-06,8.91002e-06
3,1.91148,3.38908,4.51825,2.44205,0,0,0,0,0,5.52467,0,1.74601e-05,1.74601e-05,1.74601e-05
4,2.43306,3.36177,4.41712,2.40381,0,0,0,0,0,5.52783,0,2.56502e-05,2.56502e-05,2.56502e-05
5,2.96099,2.70241,3.9969,1.91141,0,0,0,0,0,5.53093,0,3.34803e-05,3.34803e-05,3.34803e-05
6,3.55117,2.58937,4.38318,1.9856,0,0,0,0,0,5.53418,0,4.09505e-05,4.09505e-05,4.09505e-05
7,4.14945,2.75534,4.31078,2.01084,0,0,0,0,0,5.53732,0,4.80606e-05,4.80606e-05,4.80606e-05
8,4.7527,2.74079,4.31981,2.11942,0,0,0,0,0,5.54033,0,5.48109e-05,5.48109e-05,5.48109e-05
9,5.31255,3.26484,4.20062,2.99967,0,0,0,0,0,5.54344,0,6.12012e-05,6.12012e-05,6.12012e-05
10,5.84988,2.25577,4.22235,1.85305,0,0,0,0,0,5.54625,0,6.72315e-05,6.72315e-05,6.72315e-05
11,6.40892,3.0104,4.25338,2.47245,0,0,0,0,0,5.54883,0,7.29018e-05,7.29018e-05,7.29018e-05
12,7.13125,3.40553,4.43211,2.74432,0,0,0,0,0,5.55137,0,7.82122e-05,7.82122e-05,7.82122e-05
13,7.69919,2.44189,3.96818,2.10437,0,0,0,0,0,5.55377,0,8.31626e-05,8.31626e-05,8.31626e-05
14,8.40217,1.75013,3.81302,1.65898,0,0,0,0,0,5.55594,0,8.7753e-05,8.7753e-05,8.7753e-05
15,9.00626,1.75041,3.77011,1.41931,0,0,0,0,0,5.5577,0,9.19835e-05,9.19835e-05,9.19835e-05
16,9.58373,1.64386,3.81994,1.61866,0,0,0,0,0,5.55944,0,9.5854e-05,9.5854e-05,9.5854e-05
17,10.1464,1.7014,3.95986,1.54852,0,0,0,0,0,5.5614,0,9.93646e-05,9.93646e-05,9.93646e-05
18,10.6821,1.38471,3.82978,1.40873,0,0,0,0,0,5.5614,0,0.000102515,0.000102515,0.000102515
19,11.2531,1.17957,3.5999,1.37458,0,0,0,0,0,5.56686,0,0.000105306,0.000105306,0.000105306
20,11.766,1.90066,3.94773,1.46589,0,0,0,0,0,5.56686,0,0.000107736,0.000107736,0.000107736
21,12.3333,1.48678,3.76492,1.41265,0,0,0,0,0,5.57222,0,0.000109807,0.000109807,0.000109807
22,12.8603,1.7348,3.9073,1.54086,0,0,0,0,0,5.57222,0,0.000111518,0.000111518,0.000111518
23,13.4354,2.2461,4.20844,1.74866,0,0,0,0,0,5.57799,0,0.000112869,0.000112869,0.000112869
