epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,13.4748,2.82638,4.03016,2.17854,0,0,0,0,0,5.59456,0,0.000114761,0.000114761,0.000114761
27,13.9594,2.41717,3.95774,2.26559,0,0,0,0,0,5.60573,0,0.000114672,0.000114672,0.000114672
28,14.4132,1.82105,3.52421,1.90984,0,0,0,0,0,5.60573,0,0.000114223,0.000114223,0.000114223
29,14.8965,2.80225,3.74353,2.34573,0,0,0,0,0,5.61699,0,0.000113414,0.000113414,0.000113414
30,15.36,2.28053,3.81065,2.06058,0,0,0,0,0,5.61699,0,0.000112245,0.000112245,0.000112245
31,16.0282,1.9996,3.75533,1.78133,0,0,0,0,0,5.63005,0,0.000110716,0.000110716,0.000110716
32,16.5198,1.93708,3.61331,1.66897,0,0,0,0,0,5.63005,0,0.000108827,0.000108827,0.000108827
33,17.0199,2.34733,4.08845,2.13464,0,0,0,0,0,5.64522,0,0.000106578,0.000106578,0.000106578
34,17.4694,2.02236,3.29681,2.0135,0,0,0,0,0,5.64522,0,0.00010397,0.00010397,0.00010397
35,17.957,1.30342,3.84865,1.63252,0,0,0,0,0,5.66145,0,0.000101001,0.000101001,0.000101001
36,18.4168,2.36934,3.75159,2.08659,0,0,0,0,0,5.66145,0,9.76721e-05,9.76721e-05,9.76721e-05
37,18.8991,2.53982,4.01189,2.09532,0,0,0,0,0,5.67767,0,9.39833e-05,9.39833e-05,9.39833e-05
38,19.3622,2.35054,3.32091,2.33827,0,0,0,0,0,5.67767,0,8.99346e-05,8.99346e-05,8.99346e-05
39,19.8514,1.73319,3.51517,1.73062,0,0,0,0,0,5.69953,0,8.5526e-05,8.5526e-05,8.5526e-05
40,20.3091,2.30071,3.56957,2.00303,0,0,0,0,0,5.69953,0,8.07574e-05,8.07574e-05,8.07574e-05
41,20.7887,2.15983,3.5557,1.99847,0,0,0,0,0,5.71801,0,7.56288e-05,7.56288e-05,7.56288e-05
42,21.2591,2.8277,3.99394,2.40627,0,0,0,0,0,5.71801,0,7.01403e-05,7.01403e-05,7.01403e-05
43,21.771,2.10708,3.20796,1.9152,0,0,0,0,0,5.74319,0,6.42918e-05,6.42918e-05,6.42918e-05
44,22.229,2.35896,3.0652,2.07628,0,0,0,0,0,5.74319,0,5.80833e-05,5.80833e-05,5.80833e-05
45,22.8703,2.43639,3.3732,2.36396,0,0,0,0,0,5.77032,0,5.15148e-05,5.15148e-05,5.15148e-05
46,23.3975,1.98452,3.22573,1.82981,0,0,0,0,0,5.77032,0,4.45864e-05,4.45864e-05,4.45864e-05
47,24.002,2.60814,3.54163,2.41041,0,0,0,0,0,5.79435,0,3.72981e-05,3.72981e-05,3.72981e-05
48,24.5215,2.48801,3.4552,2.33968,0,0,0,0,0,5.79435,0,2.96498e-05,2.96498e-05,2.96498e-05
49,25.0043,2.49154,3.72282,2.12828,0,0,0,0,0,5.81845,0,2.16415e-05,2.16415e-05,2.16415e-05
50,25.6027,2.27771,3.26539,2.34401,0,0,0,0,0,5.81845,0,1.32732e-05,1.32732e-05,1.32732e-05
